MeasRetTime,Area,Height,Width,Symmetry,SampleName,File,Peak_no
12.7606201171875,5.456976890563965,0.2074161022901535,0.36310210824012756,1.9418957233428955,15569bF,G1067 2022-10-27 12-03-40-0104.xls,1
13.269526481628418,7.1105570793151855,0.2642146944999695,0.3571738302707672,0.4711620807647705,15569bF,G1067 2022-10-27 12-03-40-0104.xls,2
14.509451866149902,8.541248321533203,0.31122735142707825,0.38929715752601624,0.5222633481025696,15569bF,G1067 2022-10-27 12-03-40-0104.xls,3
15.846953392028809,6.169483661651611,0.3428551256656647,0.2704150378704071,1.0825624465942383,15569bF,G1067 2022-10-27 12-03-40-0104.xls,4
16.40972137451172,35.55995559692383,2.2566072940826416,0.24000507593154907,0.9706762433052063,15569bF,G1067 2022-10-27 12-03-40-0104.xls,5
18.024131774902344,1435.587890625,86.40731048583984,0.25431227684020996,0.9160282611846924,15569bF,G1067 2022-10-27 12-03-40-0104.xls,6
19.013660430908203,985.64813232421875,68.28558349609375,0.22455906867980957,1.031451940536499,15569bF,G1067 2022-10-27 12-03-40-0104.xls,7
22.426830291748047,34.0753173828125,1.5633257627487183,0.3234146535396576,0.8658064007759094,15569bF,G1067 2022-10-27 12-03-40-0104.xls,8
23.338459014892578,7.064924240112305,0.29366323351860046,0.3454756438732147,0.9999794363975525,15569bF,G1067 2022-10-27 12-03-40-0104.xls,9
24.081830978393555,10.175948143005371,0.3766752779483795,0.3842970132827759,0.995509684085846,15569bF,G1067 2022-10-27 12-03-40-0104.xls,10
25.77613067626953,6.178319931030273,0.26187124848365784,0.33573129773139954,1.0440694093704224,15569bF,G1067 2022-10-27 12-03-40-0104.xls,11
26.633121490478516,299.6285705566406,15.822972297668457,0.2857235074043274,0.8908376693725586,15569bF,G1067 2022-10-27 12-03-40-0104.xls,12
28.423654556274414,163.73248291015625,8.956093788146973,0.2824063301086426,0.8943842649459839,15569bF,G1067 2022-10-27 12-03-40-0104.xls,13
29.309120178222656,301.93511962890625,15.15263557434082,0.3059128522872925,0.898038923740387,15569bF,G1067 2022-10-27 12-03-40-0104.xls,14
29.88791275024414,33.57388687133789,1.5164061784744263,0.31878501176834106,0.52142733335495,15569bF,G1067 2022-10-27 12-03-40-0104.xls,15
31.60952377319336,308.3031921386719,15.596396446228027,0.2997418940067291,0.9179064035415649,15569bF,G1067 2022-10-27 12-03-40-0104.xls,16
33.06293487548828,20.2903995513916,0.9436845183372498,0.32428795099258423,1.0549871921539307,15569bF,G1067 2022-10-27 12-03-40-0104.xls,17
35.75184631347656,4.59659481048584,0.24977895617485046,0.27949759364128113,0.9719681739807129,15569bF,G1067 2022-10-27 12-03-40-0104.xls,18
37.081783294677734,362.82928466796875,16.559715270996094,0.329060822725296,1.0389535427093506,15569bF,G1067 2022-10-27 12-03-40-0104.xls,19
37.95922088623047,42.899208068847656,1.81349778175354,0.34510090947151184,0.8116760849952698,15569bF,G1067 2022-10-27 12-03-40-0104.xls,20
39.10674285888672,724.99493408203125,31.263660430908203,0.34398651123046875,0.8768274784088135,15569bF,G1067 2022-10-27 12-03-40-0104.xls,21
40.2674674987793,70.47480010986328,2.899942398071289,0.35696494579315186,0.7814081311225891,15569bF,G1067 2022-10-27 12-03-40-0104.xls,22
42.27272415161133,14.877779006958008,0.5609886050224304,0.44332748651504517,0.7604549527168274,15569bF,G1067 2022-10-27 12-03-40-0104.xls,23
44.384979248046875,214.739501953125,9.801597595214844,0.33336061239242554,0.8393820524215698,15569bF,G1067 2022-10-27 12-03-40-0104.xls,24
45.86970138549805,196.50025939941406,9.61617374420166,0.3075207471847534,0.9546965956687927,15569bF,G1067 2022-10-27 12-03-40-0104.xls,25
46.361473083496094,136.32069396972656,6.7547197341918945,0.3002513647079468,0.9409918785095215,15569bF,G1067 2022-10-27 12-03-40-0104.xls,26
47.09182357788086,1012.1942749023438,39.05381774902344,0.3801358938217163,0.7247444987297058,15569bF,G1067 2022-10-27 12-03-40-0104.xls,27
49.17408752441406,688.665771484375,32.3405647277832,0.3175520896911621,0.8136709928512573,15569bF,G1067 2022-10-27 12-03-40-0104.xls,28
51.306156158447266,897.61248779296875,36.28290557861328,0.3750247657299042,0.8680868148803711,15569bF,G1067 2022-10-27 12-03-40-0104.xls,29
53.869407653808594,205.18228149414062,8.837920188903809,0.3399748206138611,0.7610415816307068,15569bF,G1067 2022-10-27 12-03-40-0104.xls,30
55.19681167602539,29.027761459350586,1.3087979555130005,0.3365143835544586,0.8979020118713379,15569bF,G1067 2022-10-27 12-03-40-0104.xls,31
57.7513313293457,59.49650573730469,2.3739333152770996,0.3744748532772064,0.9330841898918152,15569bF,G1067 2022-10-27 12-03-40-0104.xls,32
61.223087310791016,140.15396118164062,2.094125509262085,0.8974573612213135,1.7534910440444946,15569bF,G1067 2022-10-27 12-03-40-0104.xls,33
63.05186462402344,17.547971725463867,0.8627076745033264,0.30210673809051514,1.8368638753890991,15569bF,G1067 2022-10-27 12-03-40-0104.xls,34
63.509395599365234,65.225860595703125,2.6891403198242188,0.3607383072376251,0.8774409294128418,15569bF,G1067 2022-10-27 12-03-40-0104.xls,35
65.72943115234375,358.4249267578125,15.10133171081543,0.3589843213558197,0.9068402051925659,15569bF,G1067 2022-10-27 12-03-40-0104.xls,36
67.1661376953125,48.77367401123047,2.1943681240081787,0.3413920998573303,0.92058265209198,15569bF,G1067 2022-10-27 12-03-40-0104.xls,37
70.93180084228516,54.43727111816406,2.0129055976867676,0.39327478408813477,1.2165652513504028,15569bF,G1067 2022-10-27 12-03-40-0104.xls,38
